drama_name,Genres,Tags,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,imdb_rating,imdb_user_count,imdb_description,kdrama_id,year,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop
My Mister,"['psychological', 'life', 'drama']","['nice male lead', 'strong female lead', 'smart female lead', 'healing', 'depression', 'poor female lead', 'infidelity', 'power struggle', 'hardworking female lead', 'grandma-granddaughter relationship ']",16,21-Mar-18,17-May-18,"['wednesday', 'thursday']",['tvN'],77.0,9.1,20643.0,13,99,15+ - Teens 15 or older,"54,094","['Lee Sun Kyun', 'IU', 'Park Ho San', 'Song Sae Byuk', 'Lee Ji Ah', 'Kim Young Min']","['WeTV', 'Netflix', 'K-DRAMA', 'Apple TV', 'Viki']",9.1,"6,234","A man in his 40's withstands the weight of life. A woman in her 20's goes through different experiences, but also withstands the weight of her life. The man and woman get together to help each other.",e5fc20fedfd74d17b8367125f98a28e9,2018,"['Kim Won Suk', 'Kim Sang Woo']",['Park Hae Young'],South Korea,Drama,16,4620.0,2018-03-21,2018-05-17,"Wednesday, Thursday",tvN,15+ - Teens 15 or older,"Park Dong Hoon is a middle-aged engineer who is married to attorney Kang Yoon Hee. However, his life is not that happy as he has two unemployed brothers, Sang Hoon and Gi Hoon, who rely on him. Moreover, his wife is secretly having an affair with CEO Do Joon Yeong, his current boss and college junior.Receiving an unexpected bribe one day, Dong Hoon notices that his co-worker Lee Ji An witnessed the incident. Ji An is a young part-time worker at Dong Hoon's company who is drowning in debt and left alone to take care of her ill grandmother. Dong Hoon then gets entangled in his brothers' struggle to get back on their feet and the company's internal rivalry between the company's CEO and the people opposing him. All the while, unaware that CEO Joon Yeong wants to get rid of him and that Ji An is working for him.(Source: MyDramaList)",33,106
My Name,"['action', 'thriller', 'mystery', 'crime']","['blood', 'strong female lead', 'revenge', 'lying', 'undercover agent', 'violence', 'murder', 'double identity', 'crime boss', 'hidden identity ']",8," Oct 15, 2021",,['friday'],['Netflix'],50.0,8.7,30400.0,142,115,18+ Restricted (violence & profanity),"50,275","['Han So Hee', 'Park Hee Soon ', 'Ahn Bo Hyun', 'Lee Hak Joo', 'Kim  Sang Ho', 'Chang Ryul']",['Netflix'],7.8,"20,268",The story about a woman who joins an organized crime ring and infiltrates the police as an undercover agent in order to find out the truth about her father's death.,9e3a7ea7a3724ae1863bafc75aa286f4,2021,['Kim Jin Min'],['Kim Ba Da'],South Korea,Drama,8,3000.0,"Oct 15, 2021","Oct 15, 2021",Friday,Netflix,18+ Restricted (violence & profanity),"Following her father's murder, a revenge-driven woman puts her trust in a powerful crime boss — and enters the police force under his direction.Yoon Ji Woo, a member of a organized crime ring, goes undercover as a police officer and harbors cold revenge in her heart. Helping Yoon Ji Woo go undercover is Choi Moo Jin, the boss of the biggest drug ring in Korea, whose true motives are not easy to read.Jeon Pil Do is a police detective in the Drug Investigation Unit. He is a stickler for rules who becomes Yoon Ji Woo’s partner when she joins the police. Cha Gi Ho is the team leader of the Drug Investigation Unit. He and Choi Moo Jin have long been enemies, with Cha Gi Ho vowing to take down his crime ring before he retires.Jung Tae Joo is Choi Moo Jin’s subordinate in the drug ring. Because of his steadfast loyalty, he is Choi Moo Jin’s most trusted henchman. Do Gang Jae is a former member of the drug ring. After causing problems and getting kicked out of the gang, he vowed revenge against them.(Source: Soompi, Netflix)",243,78
My Only Love Song,"['historical', 'comedy', 'romance', 'drama']","['time travel', 'goguryeo dynasty', 'fate', 'sassy female lead', 'love/hate relationship', 'soulmates', 'steamy kiss', 'first love', 'princess supporting character', 'historical fiction ']",20," Jun  9, 2017",,,['Netflix'],30.0,7.8,9297.0,2298,514,15+ - Teens 15 or older,"18,700","['Gong Seung Yeon', 'Lee  Jong Hyun', 'Jin Ye Ju', 'Ahn Bo Hyun', 'Lee Jae Jin', 'Lee Chul Min']",['Netflix'],7.0,680,"When things don't go her way during a shooting for her new show, a top actress runs away in an old van that guides her on a time-traveling journey.",7009c4625f1b4239a0669b2a3d857d28,2017,['Min Doo Shik'],['Kim Soo Jin'],South Korea,Drama,20,1800.0,"Jun  9, 2017","Jun  9, 2017",,Netflix,15+ - Teens 15 or older,"Song Soo Jung is a top star and she is very arrogant. She classifies people by how much money they have. Suddenly, she goes back in time to the Goguryeo era and meets On Dal. He will do anything to make money, but in fact he is generous to the weak and poor.(Source: AsianWiki) ",3414,594
My Only One,"['comedy', 'romance', 'drama', 'family']","['female chases male first', 'poor female lead', 'ex-spouse relationship', 'adopted female lead', 'workplace romance', 'secondary couple', 'grandma-grandson relationship', 'forced break-up', 'benevolent father', 'evil daughter-in-law ']",106,15-Sep-18,17-Mar-19,"['saturday', 'sunday']",['KBS2'],35.0,7.6,1014.0,3536,2684,15+ - Teens 15 or older,"3,411","['Choi Soo Jong', 'Uee', 'Lee Jang Woo', 'Yoon Jin Yi', 'Jung Eun Woo', 'Na Hye Mi']","['Viki', 'Netflix', 'KBS World']",7.1,111,"Life turns upside down for a bright young woman when her biological father, carrying a heavy past, appears in front of her after 28 years of absence.",7f726e2f0915495cb3e773ba7cad42c9,2018,['Hong Seok Goo'],['Kim Sa Kyung'],South Korea,Drama,106,2100.0,2018-09-15,2019-03-17,"Saturday, Sunday",KBS2,15+ - Teens 15 or older,"""My Beautiful Side"" is a drama about a woman who loses everything one day, when she discovers that her parents are not her biological ones, and that they are also murderers. It is the story of someone who will live boldly while putting back together the pieces of her life broken by love.(Source: HanCinema) ",4721,2921
My Roommate Is a Gumiho,"['comedy', 'romance', 'fantasy']","['nine-tailed fox', 'cohabitation', 'smart male lead', 'nice male lead', 'supernatural', 'independent female lead', 'interspecies romance', 'adapted from a webtoon', 'friendship', 'multiple mains ']",16,26-May-21,15-Jul-21,"['wednesday', 'thursday']","['iQiyi', 'tvN']",70.0,8.4,26722.0,483,100,15+ - Teens 15 or older,"53,931","['Jang Ki Yong', 'Lee Hye Ri', 'Kang Han Na', 'Kim Do Wan', 'Bae In Hyuk', 'Park Kyung Hye']","['Viki', 'Netflix', 'Apple TV', 'TVING']",7.7,"2,733","The thrilling love story of Shin Woo Yeo, a 999-years-old gumiho who wants to become human, and Lee Dam, who accidentally swallowed his fox bead.",731e063cf3ee489b8896676552b9cba2,2021,['Nam Sung Woo'],"['Baek Sun Woo', 'Choi Bo Rim']",South Korea,Drama,16,4200.0,2021-05-26,2021-07-15,"Wednesday, Thursday",iQiyi tvN,15+ - Teens 15 or older,"Shin Woo Yeo is a handsome and smart writer, who is actually a 999-year-old nine-tailed fox. To become a human, he collects human energy in a bead.One day, the drunk friend of Lee Dam, a university student, falls asleep on top of an expensive car whose owner is Woo Yeo. While Lee Dam struggles to take her friend away and Woo Yeo trying to help her, Woo Yeo's bead accidentally falls out of his mouth, and Lee Dam unintentionally swallows it. The bead can exist inside of a human for no more than 1 year and, afterward, the bead will break inside of that person causing the person to die. Not wanting to lose his chance in becoming a human, Woo Yeo explains to Lee Dam their predicament and suggests living together until they figure out a solution. Lee Dam, who has never had a boyfriend in her life, now lives with Shin Woo Yeo.(Source: AsianWiki)~~ Adapted from the webtoon ""My Roommate Is a Gumiho"" (간 떨어지는 동거) by Na (나).",817,90
My Runway,"['comedy', 'romance', 'drama', 'supernatural']","['body swap', 'modeling', 'famous lead/common lead', 'mean male lead', 'opposites attract', 'female chases male first', 'bromance', 'model female lead', 'model male lead', 'hardworking male lead ']",6," Dec 31, 2016",,,['MBC Dramanet'],22.0,7.2,4267.0,5318,1336,15+ - Teens 15 or older,"7,604","['Park Ji Yeon', 'Kang  Dong Ho', 'Kisum', 'Ahn Bo Hyun', 'Yang Hak Jin', 'Kang Chul Woong']",['Netflix'],6.3,270,"Han Seo Yeon, a bright, healthy, and outgoing high school student who dreams of becoming a model. Her journey to achieving her dream will be portrayed in 'My Runway'.",24a61dda6c5c45b7afb63f409cecdfd1,2016,,,South Korea,Drama,6,1320.0,"Dec 31, 2016","Dec 31, 2016",,MBC Dramanet,15+ - Teens 15 or older,"Han Seo Yeon is a bright, healthy, and outgoing high school student who dreams of becoming a model. Jin Wook is one of the top models in Korea. Han Seo Yeon and Jin Wook end up meeting each other at a casting, where Jin Wook is one of the judges. The casting does not go Seo Yeon's way, and she leaves disappointed: then an incident occurs where the top model, and the aspiring model switch bodies.",7613,1512
My Sassy Girl,"['historical', 'comedy', 'romance']","['joseon dynasty', 'sassy female lead', 'love/hate relationship', 'princess female lead', 'historical fiction', 'royalty', 'smart male lead', 'pre-produced', 'tomboy', 'nice male lead ']",32,29-May-17,18-Jul-17,"['monday', 'tuesday']",['SBS'],30.0,7.8,6896.0,2500,521,G - All Ages,"18,583","['Joo Won', 'Oh Yeon Seo', 'Lee Jung Shin', 'Kim Yoon Hye', 'Son Chang Min', 'Yoon Se Ah']","['SBS World', 'Viki', 'Netflix']",,,,94430df1eb18406f9a336b788fe39e1b,2017,['Oh Jin Suk'],['Yoon Hyo Je'],South Korea,Drama,32,1800.0,2017-05-29,2017-07-18,"Monday, Tuesday",SBS,G - All Ages,"A respected scholar inadvertently becomes the protector of a mischievous princess. Gyeon Woo enjoys the fame of “Joseon’s National Treasure” as a renowned scholar of his generation. When the king asks him to properly educate his sassy daughter, Princess Hye Myung, Gyeon Woo has his work cut out for him.But when rebels come after Hye Myung and challenge her future reign, Gyeon Woo inadvertently becomes her protector.  Gyeon Woo’s job becomes something that he didn’t anticipate, but can he save Hye Myung from a terrible fate and keep her throne?(Source: Viki)",3492,586
My Secret Romance,"['comedy', 'romance', 'life', 'drama']","['one-night stand', 'steamy kiss', 'nutritionist', 'rich man/poor woman', 'boss-employee relationship', 'fast paced romance', 'rich male lead', 'cooking', 'love triangle', 'mother-daughter relationship ']",13,17-Apr-17,30-May-17,"['monday', 'tuesday']",['OCN'],60.0,7.6,37639.0,3255,61,15+ - Teens 15 or older,"69,291","['Sung Hoon', 'Song Ji Eun', 'Kim Jae Young', 'Jung Da Sol', 'Lee Hae In', 'Baek Seung Heon']","['K-DRAMA', 'Apple TV', 'Viki', 'Netflix']",7.1,"3,459",Jin-wook and Yoo-mi meet at a Gangwon-do resort and get caught up in a series of misunderstandings and accidents.,bb606606c8004bfcb75c553bc2964ee2,2017,['Kang Cheol Woo'],,South Korea,Drama,13,3600.0,2017-04-17,2017-05-30,"Monday, Tuesday",OCN,15+ - Teens 15 or older,"Cha Jin Wook is a son from a wealthy family who runs a large company. He usually only pursues short-term love, but when he meets Lee Yoo Mi, who has never had a boyfriend before, he changes. In a dating world full of busy people who tend to flirt and chase “some” relationships rather than having meaningful connections that allow them to show their true feelings, this couple has an one-night stand. They meet again three years later, whereupon they kick off a shaky push-pull romance that’ll keep them on their toes as they fall in love.(Source: Amazon.com.au)~~ Two versions available: 13 episodes (TV) || 14 episodes (DVD ; online)",4639,64
My Strange Hero,"['mystery', 'comedy', 'romance', 'youth']","['student-teacher relationship', 'corruption', 'second chance romance', 'evil parental figure', 'wrongfully accused', 'student', 'nice male lead', 'revenge', 'high school', 'school problems ']",32,10-Dec-18,4-Feb-19,"['monday', 'tuesday']",['SBS'],35.0,8.1,14025.0,1058,187,15+ - Teens 15 or older,"37,042","['Yoo Seung Ho', 'Jo Bo Ah', 'Kwak Dong Yeon', 'Chun Ho Jin', 'Lee Kang Min', 'Kim Yeo Jin']","['Viki', 'Apple TV']",7.3,874,"When Kang Bok Soo was a high school student, he was falsely accused of committing violence and kicked out of school. This was caused by his first love Son Soo-Jeong and a male student Oh Se Ho. Kang Bok Soo is a now an adult, but his life has not gone smoothly. To get revenge on Son Soo-Jeong and Oh Se Ho, he returns to the same high school as a student. The environment at the school has changed and Kang Bok Soo gets involved in unexpected cases.",7e82cd2fc28a4464b4bf9fbdf412a468,2018,"['Park Seon Ho', 'Ham Joon Ho']",['Kim Yoon Young'],South Korea,Drama,32,2100.0,2018-12-10,2019-02-04,"Monday, Tuesday",SBS,15+ - Teens 15 or older,"When Kang Bok Soo was a high school student, he was falsely accused of committing acts of violence and ended up expelled from school. Those who brought the accusations against him were his first love, Son Soo Jung, and a fellow student Oh Se Ho.Kang Bok Soo has now become an adult, but in his life nothing seems to go right for him. To get revenge on Son Soo Jung and Oh Se Ho, he decides to return to the same high school. There Kang Bok Soo gets involved in a series of unexpected cases. (Source: KoreanDrama.org)",1684,196
My Unfamiliar Family,"['life', 'drama']","['family crisis', 'amnesia', 'misunderstanding', 'multiple mains', 'mother-son relationship', 'father-daughter relationship', 'mother-daughter relationship', 'father-son relationship', 'friends to lovers', 'marriage ']",16,1-Jun-20,21-Jul-20,"['monday', 'tuesday']",['tvN'],75.0,8.4,2626.0,471,1345,15+ - Teens 15 or older,"7,564","['Han Ye Ri', 'Kim Ji Suk', 'Choo Ja Hyun', 'Jung Jin Young', 'Won Mi Kyung', 'Shin Jae Ha']","['Viki', 'Netflix', 'Apple TV']",7.7,142,This drama tells the story of a family that is slowly starting to drift apart.,480b8a8a4a434c0fa86efbe129fb4119,2020,['Kwon Young Il'],['Kim Eun Jung'],South Korea,Drama,16,4500.0,2020-06-01,2020-07-21,"Monday, Tuesday",tvN,15+ - Teens 15 or older,"Is blood thicker than water? Kim Eun Hee, is about to find out. She is the middle child in a family that is slowly starting to drift apart.Her older sister is a former patent attorney, and her younger brother is a sensitive soul. And although her father is hard-working, he is often distant – an attitude that has her mother poised to begin a new chapter in her life. While she pines for intimacy, Kim Eun Hee keeps her feelings hidden from her family. Instead, she prefers to confide in her close male college friend Park Chan Hyuk – a man who has become more like a brother to her than any of her real siblings. And it is to him that she turns for love advice as she looks to return to the dating scene after a long absence.But what happens when events take a turn? Could the family pull together in time to weather the storm? And when the going gets tough, will it be Kim Eun Hee’s family or her friends who step up to the plate?(Source: Viki)",716,1451
My Unfortunate Boyfriend,"['romance', 'drama']","['clumsy male lead', 'amusement park setting', 'airhead male lead', 'hardworking female lead', 'naive male lead', 'eccentric male lead', 'weak male lead', 'nice male lead', 'first love ']",16,10-Apr-15,30-May-15,"['friday', 'saturday']",['MBC Dramanet'],50.0,7.1,3200.0,5495,1159,13+ - Teens 13 or older,"8,812","['Noh Min Woo', 'Yang  Jin Sung', 'Jung Yoon Hak', 'Han Hye Rin', 'Kim Eun Jung', 'Yoon Joo Sang']","['AsianCrush', 'Prime Video']",6.1,63,"Yoo Ji Na (Yang Jin Sung) is a budding career woman who has absolutely no issues with lying to get what she wants. But when she falls for the innocent and naive Yoon Tae Woon (No Min Woo), who is truthful to a fault, their budding romance becomes a liability for Ji Na's cutthroat corporate job. Can these unlikely lovers stay true to themselves and manage to stay together?",9a22eac22a264e5a8e0d35376e0206ce,2015,['Nam Ki Hoon'],['Lee Jae Yoon'],South Korea,Drama,16,3000.0,2015-04-10,2015-05-30,"Friday, Saturday",MBC Dramanet,13+ - Teens 13 or older,"Yoon Tae Woon is a man who believes in living truthfully, so he is honest to a fault. On the other hand, Yoo Ji Na is a woman who has no qualms about lying to get what she wants. She is just starting out at a corporate job, determined to succeed at any cost. The drama will demonstrate how their unlikely romance turns out to be true love. ",7999,1452
Mysterious Personal Shopper,"['friendship', 'mystery', 'family', 'melodrama']","['positive female lead', 'rich female lead', 'soap opera', 'betrayal', 'revenge', 'double identity', 'investigation ']",103,26-Feb-18,20-Jul-18,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS2'],40.0,7.1,211.0,73844,6985,15+ - Teens 15 or older,811,"['Choi Myung Gil', 'Park Ha Na', 'Wang Bit Na', 'Lee Eun Hyung', 'Han Sang Jin', 'Lee Ho Jae']",['KBS World'],7.9,16,"Centered around the fashion tycoon President Eun's family, the mystery hidden inside the mansion is unveiled in an unpredictable way through the relationships and feuds between various people.",067cc978ca924f4ebcb0e368805109f8,2018,,"['Kim Ye Na', 'Lee Jung Dae']",South Korea,Drama,103,2400.0,2018-02-26,2018-07-20,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS2,15+ - Teens 15 or older,"The story follows the love, friendship and betrayal between two women: Hong Se Yeon and Eun Kyung Hye.Hong Se Yeon works as a personal shopper. She is outgoing and a positive person, but she is betrayed by people whom she loved. She begins to take revenge on those who betrayed her.Eun Kyung Hye is the only child of a CEO. Her life looks perfect, but she has a fear that she will get abandoned. Because of her fear, she has an impulse control disorder and gets compulsive.",7432,7442
Naked Fireman,"['action', 'thriller', 'mystery', 'drama']","['nice male lead', 'miniseries', 'trauma', 'rich woman/poor man', 'childish male lead', 'fire accident', 'hardworking male lead', 'orphan female lead', 'rich female lead', 'orphan male lead ']",4,12-Jan-17,19-Jan-17,"['wednesday', 'thursday']",['KBS2'],60.0,7.8,2637.0,2183,1677,15+ - Teens 15 or older,"5,900","['Lee Joon Hyuk', 'Jung In Sun', 'Lee Won Jong', 'Jo Hee Bong', 'Seo Jung Yeon', 'Park Hoon']",['Viki'],,,,f2263071240047ccadd5e0b45c3a8775,2017,['Park Jin Suk'],['Yoo Jung Hee'],South Korea,Drama,4,3600.0,2017-01-12,2017-01-19,"Wednesday, Thursday",KBS2,15+ - Teens 15 or older,"Kang Chul Soo is an enthusiastic fireman who poses as a nude model to make money for his sick friend. He is then targeted as the criminal of an arson-murder case that took place 10 years ago, and together with mysterious heiress Han Jin Ah, he tries to find the real culprit. ",3007,1984
Navillera,"['life', 'drama']","['ballet', 'life lesson', 'unusual friendship', 'adapted from a webtoon', 'second chance', 'father-son relationship', 'character development', 'grandpa-granddaughter relationship', 'bromance', 'kind male lead ']",12,22-Mar-21,27-Apr-21,"['monday', 'tuesday']","['Netflix', 'tvN']",65.0,9.0,12822.0,34,239,15+ - Teens 15 or older,"32,170","['Park In Hwan', 'Song Kang', 'Na Moon Hee', 'Hong Seung Hee', 'Kim Tae Hoon', 'Yoon  Ji Hye']","['TVING', 'Netflix']",8.8,"2,246",A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.,92c7dfcf38164db2b12e984068a9a24e,2021,['Han Dong Hwa'],['Lee Eun Mi'],South Korea,Drama,12,3900.0,2021-03-22,2021-04-27,"Monday, Tuesday",Netflix tvN,15+ - Teens 15 or older,"A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.Shim Deok Chool has had a life long dreaming of performing ballet. He is 70-years-old and retired from his job as a post office employee. Due to life situations, he put aside his dream of becoming a ballet dancer and worked a normal job to support his family. Now, Shim Deok Chool makes the decision to pursue his dream again. His family, including his wife and adult children, are not happy with his decision, but Shim Deok Chool does not waver in pursuing his life long dream. He joins a ballet company to learn ballet. There, he meets Lee Chae Rok.Lee Chae Rok is a 23-year-old man. While growing up, he played different sports like baseball, swimming, and soccer, but he wasn't talented in any of those activities. He then became interested in ballet. His mother was a ballet dancer, but she died from a disease when Lee Chae Rok was young. His father later went bankrupt. Lee Chae Rok learned that he has a talent for ballet, but, after pursuing ballet, he barely has contact with his father and he has a hard time supporting himself financially. Going through hard times, his desire for ballet fades away. At this time, Sim Deok Chool appears in front of him.(Source: Netflix, AsianWiki)~~ Adapted from the webtoon ""Navillera” (나빌레라) written by Hun and illustrated by Ji Min.",64,243
Never Twice,"['comedy', 'romance', 'drama', 'family']","['bright female lead', 'multiple couples', 'rich male lead', 'multiple mains', 'camping trip', 'past failure', 'rich family', 'love/hate relationship', 'power struggle', 'hotel setting ']",72,2-Nov-19,7-Mar-20,['saturday'],['MBC'],26.0,8.1,2027.0,1320,1378,15+ - Teens 15 or older,"7,385","['Kwak Dong Yeon', 'Park Se Wan', 'Ye Ji Won', 'Youn Yuh Jung', 'Oh Ji Ho', 'Song Won Seok']",['Viki'],8.2,74,"The series follows the story of the long-term guests at Paradise Inn, located in the heart of Seoul. From the first room to the sixth room, all the guests are different in age, gender, and even where they grew up.",01eafb6ccd064f82b84b7016cbd3e111,2019,"['Choi Won Seok', 'Park Sang Woo']",['Goo Hyun Sook'],South Korea,Drama,72,1560.0,2019-11-02,2020-03-07,Saturday,MBC,15+ - Teens 15 or older,"The series follows the story of the long-term guests at Paradise Inn, located in the heart of Seoul.From the first room to the sixth room, all the guests are different in age, gender, and even where they grew up.Bok Mak Rye is the owner of Paradise Inn. Gam Poong Ki stays in room 5 at the Paradise Inn. He has an attractive appearance and a good sense of humor. Bang Eun Ji stays in room 6. She is single and a beautiful appearance. She is honest and has a warm heart. Geum Bak Ha stays in room 4. She came from a small village by the sea. She has a bright personality. Meanwhile, Na Hae Joon is the successor of the Koosung Hotel, a five-star hotel. He is the grandson of the hotel's chairman. Koosung Hotel is located across the street from the Paradise Inn.(Source: AsianWiki)",1707,1394
Nice Witch,"['comedy', 'romance', 'drama', 'melodrama']","['identity swap', 'double identity', 'identical twin female lead', 'flight attendant female lead', 'pilot male lead', 'innocent female lead', ""sisters' relationship"", 'brother-sister relationship', 'flashback to past', 'single mother ']",40,3-Mar-18,5-May-18,['saturday'],['SBS'],35.0,7.9,1982.0,2011,1791,15+ - Teens 15 or older,"5,406","['Lee Da Hae', 'Ryu Soo Young', 'Ahn Woo Yeon', 'Bae Soo Bin', 'Yoon Se Ah', 'Shim Hyung Tak']",['Viki'],,,,4632311b35f341fb8f1630756e9fd42e,2018,,['Yoon Young Mi'],South Korea,Drama,40,2100.0,2018-03-03,2018-05-05,Saturday,SBS,15+ - Teens 15 or older,"A housewife too nice for her own good is married to an unemployed husband. She switches places with her selfish, opinionated twin sister, who works as a flight attendant. Although they are identical twins, they have polar opposite personalities. Aboard the plane, she meets the pilot, an abstinent bachelor, and their journey sets off.(Source: SBS International) ",2632,2082
Night Light,"['business', 'drama', 'political']","['cold female lead', 'strong female lead', 'sismance', 'friendship ']",20,21-Nov-16,24-Jan-17,"['monday', 'tuesday']",['MBC'],60.0,7.1,1039.0,5488,2325,Not Yet Rated,"4,052","['Lee Yo Won', 'Jin Goo', 'Uee', 'Jung Hae In', 'Jeon Gook Hwan', 'Jung Han Yong']",['Netflix'],6.9,306,"The drama is about ambitious people clamoring to claim more power and success for themselves: an ambitious woman, a man born in a wealthy family and another woman who wants to escape from her poor background.",22cc3828ce5b417e958fa1d3bf95ce43,2016,,['Han Ji Hoon'],South Korea,Drama,20,3780.0,2016-11-21,2017-01-24,"Monday, Tuesday",MBC,Not Yet Rated,"This drama depicts the intense and fierce fight among three greedy individuals, in order to become the owner of most splendid light sources for the city that never sleeps: money and power. Seo Yi Kyung is a ruthless and sharp businesswoman, who is willing to do anything for her ambitions. Park Gun Woo is an heir to a big company who got betrayed by his love, Yi Kyung, 12 years ago. Lee Se Jin is a hired persona who gets attracted to Yi Kyung's aura and wants to be like her.",7938,2684
No Matter What,"['romance', 'drama', 'family']","['hardship', ""sisters' relationship"", 'remarriage', 'entertainment industry', 'orphan male lead', 'soap opera', 'prejudice', 'one-night stand', 'divorce', 'rich woman/poor man ']",120,12-Oct-20,26-Mar-21,"['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['KBS1'],30.0,7.4,242.0,70027,7116,15+ - Teens 15 or older,783,"['Na Hye Mi', 'Choi Woong', 'Jung Min Ah', 'Jung Heon', 'Do Ji Won', 'Kim Yoo Suk']",['Viki'],,,,c6326267a2ad4b0bb1e59e60525b5737,2020,['Sung Joon Hae'],['Go Bong Hwang'],South Korea,Drama,120,1800.0,2020-10-12,2021-03-26,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS1,15+ - Teens 15 or older,"There are four young men and women who try to fiercely overcome the difficulties while fighting against the prejudices of the world. Bo Ra, a rising weather caster, Dae Ro, a passionate delivery boy and a youth creator, Ah Ri, a fearless broadcasting writer, and Jun Soo, sharp-tempered but competent CEO of a start-up. The fierce process of these four youth’s growth takes place at a beautiful flower shop. Watching Bo Ra who gives the weather forecast every dawn is Dae Ro’s only healing time during his hectic life as an orphan, delivery boy, and creator. One day, he attends a ceremony as a winner which Bo Ra hosts. It is a family drama that depicts how they form a connection and overcome difficulties with a warm gaze. (Source:  Viki)",6526,7750
"No, Thank You","['comedy', 'romance', 'life', 'drama']","['office worker female lead', 'mother-in-law - daughter-in-law relationship', 'married couple', 'web series', 'marriage', 'adapted from a webtoon', 'family ']",12,21-Nov-20,6-Feb-21,['saturday'],['Daum Kakao TV'],20.0,7.9,54.0,62868,6800,15+ - Teens 15 or older,849,"['Park Ha Sun', 'Kwon Yool', 'Moon Hee Kyung', 'Kim Jong Goo', 'Jo Wan Ki', 'Baek Eun Hye']",[],,,,46714b63e86a4c9da4ce99db644766eb,2020,['Lee Kwang Young'],,South Korea,Drama,12,1200.0,2020-11-21,2021-02-06,Saturday,Daum Kakao TV,15+ - Teens 15 or older,"Is about the various things that occur when an ordinary daughter-in-law enters her in-laws’ household for the first time.The drama centers around Min Sa Rin. She is an expert at her job, having been an employee at a major corporation for 7 years, but still a rookie at marriage, having only been married for one month. She tries hard to be liked by her in-laws, but encounters unexpected incidents and finds it hard to get along with her new family.Moo Goo Young is her ordinary husband who is not particularly good or bad. Although he loves his wife, he gets caught up in the confusion between her and his family. Park Gi Dong is Moo Goo Young’s mother and Min Sa Rin’s mother-in-law. She is an extremely realistic mother-in-law.",42929,6987
"Noble, My Love","['comedy', 'romance']","['possessive male lead', 'male chases female first', 'rich man/poor woman', 'cold man/warm woman', 'veterinarian', 'rich male lead', 'overbearing ceo', 'contract relationship', 'web series', 'clingy male lead ']",20,23-Aug-15,16-Sep-15,"['monday', 'tuesday', 'wednesday', 'thursday', 'sunday']",['Naver TV Cast'],15.0,7.6,16692.0,3574,258,13+ - Teens 13 or older,"30,783","['Sung Hoon', 'Kim Jae Kyung', 'Kim Dong Seok', 'Park Eun Seok', 'Lee Seung Yeon', 'Park Shin Woon']","['Apple TV', 'Viki']",,,,e2328f79d0e1432f8d5b22515801d9c1,2015,['Kim Yang Hee'],,South Korea,Drama,20,900.0,2015-08-23,2015-09-16,"Monday, Tuesday, Wednesday, Thursday, Sunday",Naver TV Cast,13+ - Teens 13 or older,"Kang Hoon is the handsome, conceited CEO of a large company and heads D.O.L's Korean branch in Seoul. One day, he is kidnapped and dramatically escapes from the bad guys, but he bleeds so much that he blacks out in front of an animal hospital in a rural town. Yoon Seo, a veterinarian, finds him and treats him to recovery. Being kind-hearted, she won't accept any payment from him but he won't take no for an answer and buys the building her hospital is in, forcing her to set up practice in Seoul where she has both friends and frenemies from vet school. Even though he looks down on her, he pays her to pretend to be his girlfriend to avoid blind dates set up by his family, becoming more and more possessive of her time and attention. Can deeper feelings develop between a man so arrogant and a woman so genuine?(Source: Otabenga at MyDramaList)~~ Adapted from a web novel ""Noble, My Love"" (고결한 그대) by Go Gyul (고결).",5090,310
