drama_name,Genres,Tags,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,imdb_rating,imdb_user_count,imdb_description,kdrama_id,year,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop
Nobody Knows,"['thriller', 'mystery', 'drama', 'melodrama']","['strong female lead', 'smart female lead', 'murder', 'death', 'guilt', 'unusual friendship', 'calm female lead', 'trauma', 'friendship', 'self-harm ']",16,2-Mar-20,21-Apr-20,"['monday', 'tuesday']",['SBS'],70.0,8.5,3787.0,280,685,15+ - Teens 15 or older,"14,704","['Kim Seo Hyung', 'Ryu Deok Hwan', 'Park Hoon', 'Ahn Ji Ho', 'Min Jin Woong', 'Kang Ye Won']",['Viki'],8.1,299,"Still haunted by the death of her friend who was murdered 19 years ago by the infamous Stigmata serial killer, detective Cha Young Jin is determined to catch the culprit.",8215dcecf1734728ba61095aeacf7f9d,2020,['Lee Jung Heum'],['Kim Eun Hyang'],South Korea,Drama,16,4200.0,2020-03-02,2020-04-21,"Monday, Tuesday",SBS,15+ - Teens 15 or older,"Detective Young Jin, from the regional investigation unit, has only one thing on her mind: to catch the 'Stigmata' serial killer that murdered her friend 19 years ago. She carries guilt and trauma over the event. She has no friends and lives alone. Her downstairs neighbor’s son, Eun Ho, has built a relationship with her ever since she moved above their apartment. He does menial house chores for her.One day,  Eun Ho seems to have fallen off the roof of their apartment building and left in a coma. Young Jin senses foul play and decides to take it upon herself to get to the bottom of it. With the help of Eun Ho’s homeroom teacher, Sun Woo, the both begin to uncover that Eun Ho’s injuries were no accident.",414,738
"Now, We Are Breaking Up","['romance', 'drama', 'melodrama']","['older woman/younger man', 'forbidden love', 'smart male lead', 'cold female lead', 'age gap [drama life]', 'age gap [real life]', 'smart female lead', 'steamy kiss', 'photography', 'multiple couples ']",16,12-Nov-21,8-Jan-22,"['friday', 'saturday']","['SBS', 'ViuTV']",60.0,6.9,5510.0,5969,541,15+ - Teens 15 or older,"18,054","['Song Hye Kyo', 'Jang Ki Yong', 'Choi Hee Seo', 'Kim Joo Heon', 'Park  Hyo Joo', 'Yoon Na Moo']",['Viki'],6.3,"1,324",The series is story of love and break ups in the romantic world. It illustrates the present scenario in the context of fashion industry,91a1121773204c34ba54cc202ddc87da,2021,['Lee Gil Bok'],['Je In'],South Korea,Drama,16,3600.0,2021-11-12,2022-01-08,"Friday, Saturday",SBS ViuTV,15+ - Teens 15 or older,"As the design department’s team leader of one of the nation’s top fashion companies, Ha Young Eun has made quite a name for herself in the fashion industry. Beautiful, trendy, and intelligent, Young Eun loves her work and she’s good at what she does. But when it comes to relationships, things are a bit different. Pragmatic to a fault, Young Eun often comes across as cold-hearted, as she prioritizes stability over all else.Content in both her work and her life, Young Eun has never really been bothered by the fact that others might see her as cold. But when she meets Yoon Jae Kook, a popular freelance fashion photographer, things take an unexpected turn. The living definition of the perfect man, Jae Kook is wealthy, handsome, and intelligent, but that’s not what catches Young Eun’s attention. There’s something more to Jae Kook that Young Eun just can’t seem to ignore. As if in a dream, Young Eun and Jae Kook find themselves falling for each other. But not all fairy tales have a happy ending. Is theirs a story that will end in heartbreak or will they manage to find their own version of happily ever after, after all?(Source: Viki)",8665,572
Oh My Baby,"['comedy', 'romance', 'drama', 'medical']","['hardworking female lead', 'motherhood', 'reverse-harem', 'female infertility', 'pregnancy', 'strong female lead', 'mother-daughter relationship', 'family relationship', 'long time friends', 'single father ']",16,13-May-20,2-Jul-20,"['wednesday', 'thursday']",['tvN'],65.0,7.8,4182.0,2356,930,15+ - Teens 15 or older,"11,082","['Jang Na Ra', 'Go Jun', 'Park Byung Eun', 'Jung Gun Joo', 'Kim Hye Ok', 'Kim Jae Hwa']","['WeTV', 'Netflix', 'K-DRAMA', 'Viki']",7.1,241,"Jang Ha Ri is a 39-year-old single woman and a workaholic who has not been in a relationship for over 10 years but wants to have a baby of her own. Just when she has given up on love and marriage, three men appear in front of her.",d44cb498a4ae4a57b9060cc0e27bb2f9,2020,['Nam Ki Hoon'],['Yang Hyuk Moon'],South Korea,Drama,16,3900.0,2020-05-13,2020-07-02,"Wednesday, Thursday",tvN,15+ - Teens 15 or older,"Aged 39, Jang Ha Ri is the ultimate workaholic. She hasn’t even had a boyfriend in the past decade, long ago decided to forget about looking for love, and instead has thrown her energy into her career.However, as she works as a senior reporter for a parenting magazine named “The Baby,” she is constantly reminded of the one thing she wants most in life – to have a baby of her own.She decides to cut to the chase and try for a baby but wants to skip one key stage – and resolves not to marry.But as she turns her mind to single parenthood, she suddenly realizes that she is surrounded by admirers: freelance photographer Han Yi Sang, super-smart pediatrician Yoon Jae Young, and the office newbie, the doting Choi Kang Eu Ddeum. Could any of these three love candidates help Jang Ha Ri in her quest to become a mother? And could her quest inadvertently send her on the path to true love?(Source: Viki)",3511,1031
Oh My Ghost,"['thriller', 'comedy', 'romance', 'supernatural']","['boss-employee relationship', 'identity swap', 'hardworking male lead', 'successful male lead', 'ghost-seeing female lead', 'sismance', 'love triangle', 'cold man/warm woman', 'female chases male first', 'shamanism ']",16,3-Jul-15,22-Aug-15,"['friday', 'saturday']",['tvN'],60.0,8.3,42553.0,574,38,13+ - Teens 13 or older,"79,986","['Park Bo Young', 'Kim Seul Gi', 'Jo Jung Suk', 'Im Joo Hwan', 'Kang Ki Young', 'Kwak Shi Yang']","['K-DRAMA', 'AsianCrush', 'Prime Video', 'Viki', 'WeTV', 'Netflix']",8.0,"4,426","Timid Na Bong Sun gets possessed by the ghost of a confident young woman who seeks to solve her one unfinished business by hooking up with Bong Sun's boss, famous chef Kang Sun Woo.",c7724637897d4e4d86c5c9db69b27ad0,2015,['Yoo Je Won'],['Yang Hee Seung'],South Korea,Drama,16,3600.0,2015-07-03,2015-08-22,"Friday, Saturday",tvN,13+ - Teens 13 or older,"Bong Sun, a timid young woman, is possessed by the ghost of a lustful virgin. She has zero self-confidence, and because of her extreme shyness, she doesn’t have any close friends. At the restaurant where she works as an assistant, she’s not particularly good at anything, and mostly just gets yelled at a lot. Her grandmother was a shaman so from a young age she’s been able to occasionally see ghosts, though it’s not until she meets the lascivious ghost that she gets possessed totally.Sun Woo is a conceited star chef who’s overflowing with confidence in his food and his skills. Bong Sun harbours a secret crush on him, though he doesn't take much notice of her for two reasons: because he’s always surrounded by women and because he’s hung up on an old flame. But then one day, Bong Sun starts acting differently, shedding her mousy personality, and ends up constantly on Sun Woo’s mind.",1003,48
Oh My Ladylord,"['comedy', 'romance', 'fantasy', 'melodrama']","['cohabitation', ""roommates' relationship"", 'screenwriter male lead', 'actress female lead', 'doctor supporting character', 'family conflict', 'mental illness', 'heir', 'tearjerker', 'obsessive-compulsive disorder ']",16,24-Mar-21,13-May-21,"['wednesday', 'thursday']","['iQiyi', 'MBC']",80.0,6.7,3143.0,6109,950,15+ - Teens 15 or older,"10,715","['Lee Min Ki', 'Nana', 'Kang Min Hyuk', 'Kim Ho Jung', 'Lee Hwi Hyang', 'Sun Woo Jae Duk']",[],5.9,216,"A romantic comedy about a thriller dramas screenwriter and an actress that specializes in romantic comedy. While the writer chooses not to date, the actress cannot seem to date.",2241ffa46adc4357854ace02d3b132ba,2021,['Oh Da Young'],['Jo Jin Kook'],South Korea,Drama,16,4800.0,2021-03-24,2021-05-13,"Wednesday, Thursday",iQiyi MBC,15+ - Teens 15 or older,"Oh Joo In, a top rom-com actress, has been aiming to repurchase her old family home. The second it goes on sale, she buys it back, but it turns out that Han Bi Soo, an award-winning crime-thriller scriptwriter who has turned Joo In down for several roles, has been living there. As a man of many neuroses; disinfecting his surroundings and making sure everything is at a perfect angle, Han Bi Soo is so used to writing in his designated writing room that he can't seem to write anywhere else. So he enters into a contract with Joo In, to be allowed to use that room 24/7, on the condition that he calls her master.(Source: kortkrachtig at MyDramaList)",8778,1127
Oh My Venus,"['comedy', 'law', 'romance', 'life']","['weight loss', 'makeover', 'cohabitation', 'body image', 'bromance', 'rich male lead', 'hidden identity', 'hardworking male lead', 'hardworking female lead', 'steamy kiss ']",16,16-Nov-15,5-Jan-16,"['monday', 'tuesday']",['KBS2'],60.0,8.3,42528.0,724,42,13+ - Teens 13 or older,"78,704","['So Ji Sub', 'Shin Min Ah', 'Jung Gyu Woon', 'Yoo In Young', 'Sung Hoon', 'Henry Lau']","['WeTV', 'Apple TV', 'iflix', 'Hulu', 'Viki']",7.8,"4,954",A lawyer in her thirties coming out of a long relationship decides to regain her figure and health after meeting a renowned personal trainer who obsesses with leading a healthy lifestyle after suffering a serious injury in his childhood.,31d6b47816dd491499e7a5febdb78543,2015,"['Kim Hyoung Seok', 'Lee Na Jung']",['Kim Eun Ji'],South Korea,Drama,16,3600.0,2015-11-16,2016-01-05,"Monday, Tuesday",KBS2,13+ - Teens 13 or older,"Kim Yeong Ho is a personal trainer for Hollywood stars. He reluctantly comes back to Korea to face his family after a scandal with an actress. Even though he comes from a wealthy family background, he suffered a devastating injury during his childhood days. Now, he overcomes his problems with living a healthy lifestyle. Kang Joo Eun is a 33-year-old lawyer who was once the beauty of her school, nicknamed ""Daegu's Venus"". Over the years she has become overweight and unhealthy. She gets dumped by her boyfriend of 15 years.Kang Joo Eun meets Kim Yeong Ho, who agrees to be her personal trainer to help her get healthier. As they work on her physical transformation, they both discover they have feelings for each other. As they grow closer, they heal each other's emotional wounds and fall in love.",1138,46
On the Verge of Insanity,"['comedy', 'life', 'drama']","['career oriented female lead', 'hardworking male lead', 'successful female lead', 'hardworking female lead', 'strong female lead', 'calm male lead', 'strict boss', 'engineer male lead', 'strict female lead', 'business ']",16,23-Jun-21,26-Aug-21,"['wednesday', 'thursday']",['MBC'],70.0,8.1,701.0,1333,3007,15+ - Teens 15 or older,"2,915","['Moon So Ri', 'Jung Jae Young', 'Lee Sang Yeob', 'Kim Ga Eun', 'Kim Nam Hee', 'Ahn Nae Sang']","['Prime Video', 'Viki']",7.6,74,It follows the story of middle-aged office workers struggling to survive in a turbulent workplace.,233b24ebb1114c19b52d26a776057ecf,2021,['Choi Jung In'],['Jung Do Yoon'],South Korea,Drama,16,4200.0,2021-06-23,2021-08-26,"Wednesday, Thursday",MBC,15+ - Teens 15 or older,"Veteran Engineer Choi Ban Seok is a developer with the consumer electronics division of Hanmyung Electronics. He is a calm, warm-hearted man with a good sense of humor who is now facing the biggest crisis of his 22-year career. To avoid being included in a round of dismissals, he transfers to the Personnel Department. Despite being unfamiliar with its function, he decides that it is better to endure being there than be without a job. Dang Ja Young, the recently promoted Head of the Personnel Department, is a workaholic who wants to become the company’s first female executive. When Ban Seok first transfers to her department, she doesn’t quite know what to make of him. But, once working together, she finds her life slowly changing.(Source: Asianwiki, MyDramaList)",1700,3286
On the Way to the Airport,"['romance', 'drama', 'melodrama']","['airport setting', 'flight attendant female lead', 'second chance romance', 'infidelity', 'second chance ']",16,21-Sep-16,10-Nov-16,"['wednesday', 'thursday']",['KBS2'],60.0,7.8,2609.0,2428,1439,15+ - Teens 15 or older,"7,015","['Kim Ha Neul', 'Lee Sang Yoon', 'Shin Sung Rok', 'Choi Yeo Jin', 'Jang Hee Jin', 'Kim Hwan Hee']",[],7.3,151,,fda81f5da1c341668ac00614bf2ebbca,2016,['Kim Chul Gyu'],['Lee Sook Yun'],South Korea,Drama,16,3600.0,2016-09-21,2016-11-10,"Wednesday, Thursday",KBS2,15+ - Teens 15 or older,"Choi Soo Ah has spent the last twelve years working as an airline assistant purser and raising a daughter alongside her pilot husband. She is content; but when she meets Seo Do Woo, her life changes. The bright and warm Seo Do Woo is a married, part-time architecture instructor who also has a daughter. He, too, is content until a shocking incident brings confusion and Choi Soo Ah into his life. What will happen when their two lives collide?",3560,1714
Once Again,"['comedy', 'romance', 'life', 'drama']","['divorce', 'multiple couples', 'multiple mains', 'marriage', 'bickering couple', 'love/hate relationship', 'secret relationship', 'muteness', 'mother-daughter relationship', 'nice male lead ']",100,28-Mar-20,13-Sep-20,"['saturday', 'sunday']",['KBS2'],35.0,8.6,4061.0,231,954,15+ - Teens 15 or older,"10,676","['Chun Ho Jin', 'Cha Hwa Yun', 'Lee Jung Eun', 'Oh Dae Hwan', 'Lee Min Jung', 'Lee Sang Yeob']","['Viki', 'Apple TV']",8.3,325,"""Once Again"" is a story about love and family based on the Song Family, who never have a peaceful day.",8cb84ad3d0064c14954b539ae4090ee9,2020,['Lee Jae Sang'],['Yang Hee Seung'],South Korea,Drama,100,2100.0,2020-03-28,2020-09-13,"Saturday, Sunday",KBS2,15+ - Teens 15 or older,"""Once Again"" is the story of the eventful Song family who can’t get a day of peace and their neighbors in Yongju Market. Frugal father Song Young Dal and nagging mother Jang Ok Boon have been married for many years and have 4 adult children: stuntman Joon Sun, housewife Ga Hee, pediatrician Na Hee, and intern Da Hee.The third child Na Hee works with her fellow pediatrician husband Gyu Jin at the same hospital. They fell in love during their medical school days and got married, but they have since drifted apart and their married life is not doing well. Meanwhile, the first child Joon Sun and second child Ga Hee are both divorcees and have returned to live with their parents, while the youngest child Da Hee is engaged to be married soon.Partway, mysterious kimbap restaurant owner Kang Cho Yeon joins the fray and opens up shop in the Yongju Market. How will her appearance impact the other characters?(Source: AsianWiki)",351,999
One More Happy Ending,"['comedy', 'romance', 'youth', 'drama']","['sismance', 'marriage', ""childhood friends' relationship"", 'single father', 'ex-spouse comes back', 'matchmaking', 'multiple mains', 'older woman/younger man', 'second chance', 'multiple couples ']",16,20-Jan-16,10-Mar-16,"['wednesday', 'thursday']",['MBC'],70.0,7.9,8341.0,2036,562,15+ - Teens 15 or older,"17,532","['Jang Na Ra', 'Jung Kyung Ho', 'Yoo Da In', 'Kwon Yool', 'Yoo In Na', 'Seo In Young']","['Viki', 'Netflix']",7.3,344,Former members of a girl band pursue romance with various suitors while coming to terms with their waning celebrity statuses and ever-evolving relationships with one another.,8614cc3d739d4979b056d43e02f5ba8a,2016,['Kwon Sung Chang'],['Heo Sung Hee'],South Korea,Drama,16,4200.0,2016-01-20,2016-03-10,"Wednesday, Thursday",MBC,15+ - Teens 15 or older,"This drama focuses on the story of former singer Han Mi Mo who was in a band called “Angels,” and her friends in their 30’s. As the divorce rate and second marriages are becoming higher in the nation, these friends, too, are looking for love again after a string of failed marriages and relationships. A divorcee, a single dad, a 30-year-old Matrix single, and a husband in a hopeless marriage are intertwined in Han and her friend’s life, and this romantic comedy will depict how the characters go to great lengths to find romance and happiness in a fun and entertaining way.(Source: MBC)",2917,667
